customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment
15296,5595,6,5527.39,3,5,5,355,13,Loyal Customers
15298,5541,12,4488.55,5,5,5,555,15,Champions
15301,5543,6,2345.47,5,5,5,555,15,Champions
15302,5905,1,308.0,1,1,2,112,4,Hibernating
15303,5740,2,650.16,1,3,3,133,7,At Risk
15304,5543,1,123.15,5,1,1,511,7,Recent Customers
15305,5730,1,93.6,1,1,1,111,3,Hibernating
15306,5675,6,1466.9,2,5,4,254,11,Loyal Customers
15309,5785,4,797.96,1,4,4,144,9,Loyal Customers
15310,5653,1,1100.0,2,1,4,214,7,About to Sleep
15311,5540,113,12016.47,5,5,5,555,15,Champions
15312,5558,8,2005.34,4,5,5,455,14,Champions
15314,5588,2,364.98,3,3,2,332,8,Promising
15317,5852,1,70.35,1,1,1,111,3,Hibernating
15321,5612,9,3858.88,2,5,5,255,12,Loyal Customers
15322,5651,1,600.99,2,1,3,213,6,About to Sleep
15323,5737,3,434.6,1,3,3,133,7,At Risk
15324,5876,1,140.22,1,1,1,111,3,Hibernating
15325,5570,7,1439.72,4,5,4,454,13,Champions
15326,5784,4,1388.81,1,4,4,144,9,Loyal Customers
15328,5582,1,107.24,3,1,1,311,5,Promising
15329,5549,8,1768.13,5,5,5,555,15,Champions
15331,5674,3,619.59,2,3,3,233,8,Need Attention
15332,5544,5,3209.51,5,4,5,545,14,Champions
15336,5576,1,240.5,3,1,2,312,6,Promising
15337,5586,1,373.02,3,1,2,312,6,Promising
15338,5852,1,277.93,1,1,2,112,4,Hibernating
15339,5596,5,1008.4,3,4,4,344,11,Loyal Customers
15340,5736,1,105.5,1,1,1,111,3,Hibernating
15341,5624,1,31.2,2,1,1,211,4,About to Sleep
15346,5600,2,343.7,3,3,2,332,8,Promising
15347,5541,4,757.5,5,4,4,544,13,Champions
15350,5548,2,547.6,5,3,3,533,11,Potential Loyalists
15351,5544,4,1419.11,5,4,4,544,13,Champions
15352,5723,1,111.15,1,1,1,111,3,Hibernating
15353,5542,6,2259.5,5,5,5,555,15,Champions
15356,5543,4,664.66,5,4,3,543,12,Loyal Customers
15358,5540,22,8047.93,5,5,5,555,15,Champions
15359,5837,8,181.35,1,5,1,151,7,Lost
15362,5623,2,599.16,2,3,3,233,8,Need Attention
15363,5547,2,678.11,5,3,3,533,11,Potential Loyalists
15365,5578,6,2115.61,3,5,5,355,13,Loyal Customers
15366,5584,5,1461.37,3,4,4,344,11,Loyal Customers
15367,5593,7,3004.24,3,5,5,355,13,Loyal Customers
15368,5569,1,65.8,4,1,1,411,6,Recent Customers
15369,5667,3,537.6,2,3,3,233,8,Need Attention
15370,5585,1,884.8,3,1,4,314,8,Lost
15373,5546,6,720.48,5,5,3,553,13,Loyal Customers
15374,5799,1,139.32,1,1,1,111,3,Hibernating
15375,5865,1,47.04,1,1,1,111,3,Hibernating
15377,5557,4,451.3,4,4,3,443,11,Loyal Customers
15378,5637,2,246.5,2,3,2,232,7,Need Attention
15379,5575,1,1174.55,4,1,4,414,9,Recent Customers
15380,5871,2,119.6,1,3,1,131,5,Lost
15381,5598,2,216.3,3,3,2,332,8,Promising
15382,5549,6,6405.1,5,5,5,555,15,Champions
15384,5556,2,1242.58,4,3,4,434,11,Potential Loyalists
15385,5567,2,100.8,4,3,1,431,8,Potential Loyalists
15387,5667,1,385.25,2,1,2,212,5,About to Sleep
15390,5571,2,1216.66,4,3,4,434,11,Potential Loyalists
15391,5759,1,213.55,1,1,2,112,4,Hibernating
15392,5549,3,973.61,5,3,4,534,12,Potential Loyalists
15393,5742,3,508.58,1,3,3,133,7,At Risk
15394,5570,7,2818.44,4,5,5,455,14,Champions
15400,5666,2,274.4,2,3,2,232,7,Need Attention
15401,5627,2,216.95,2,3,2,232,7,Need Attention
15402,5562,4,1072.31,4,4,4,444,12,Champions
15403,5666,2,61.44,2,3,1,231,6,Lost
15404,5550,1,223.58,5,1,2,512,8,Recent Customers
15405,5751,1,310.74,1,1,2,112,4,Hibernating
15406,5628,2,465.16,2,3,3,233,8,Need Attention
15409,5896,1,131.25,1,1,1,111,3,Hibernating
15410,5743,2,950.6,1,3,4,134,8,At Risk
15413,5866,1,16.5,1,1,1,111,3,Hibernating
15416,5653,3,574.58,2,3,3,233,8,Need Attention
15418,5600,2,449.42,3,3,3,333,9,Need Attention
15420,5609,6,719.0,3,5,3,353,11,Loyal Customers
15421,5560,6,2844.9,4,5,5,455,14,Champions
15422,5554,5,1383.07,5,4,4,544,13,Champions
15423,5756,2,223.39,1,3,2,132,6,Lost
15424,5638,1,214.44,2,1,2,212,5,About to Sleep
15425,5575,4,1809.42,4,4,5,445,13,Champions
15426,5544,5,890.77,5,4,4,544,13,Champions
15428,5562,3,668.97,4,3,3,433,10,Potential Loyalists
15430,5642,2,681.05,2,3,3,233,8,Need Attention
15432,5716,1,149.57,2,1,1,211,4,About to Sleep
15434,5549,6,1525.58,5,5,4,554,14,Champions
15437,5815,1,193.29,1,1,1,111,3,Hibernating
15439,5579,4,988.35,3,4,4,344,11,Loyal Customers
15441,5571,3,1098.15,4,3,4,434,11,Potential Loyalists
15443,5649,7,1900.64,2,5,5,255,12,Loyal Customers
15445,5765,1,171.0,1,1,1,111,3,Hibernating
15446,5551,3,399.75,5,3,3,533,11,Potential Loyalists
15447,5702,4,337.71,2,4,2,242,8,Need Attention
15448,5849,1,280.25,1,1,2,112,4,Hibernating
15451,5609,2,226.86,3,3,2,332,8,Promising
15452,5565,3,1256.63,4,3,4,434,11,Potential Loyalists
15454,5793,1,126.89,1,1,1,111,3,Hibernating
15455,5772,1,38.25,1,1,1,111,3,Hibernating
15456,5578,7,1313.07,3,5,4,354,12,Loyal Customers
15458,5576,1,208.8,3,1,2,312,6,Promising
15459,5592,2,133.23,3,3,1,331,7,Promising
15462,5620,1,502.45,2,1,3,213,6,About to Sleep
15465,5544,15,2211.17,5,5,5,555,15,Champions
15466,5564,3,1225.93,4,3,4,434,11,Potential Loyalists
15468,5567,1,828.09,4,1,4,414,9,Recent Customers
15469,5613,1,335.7,2,1,2,212,5,About to Sleep
15470,5750,1,8.4,1,1,1,111,3,Hibernating
15471,5555,2,511.13,4,3,3,433,10,Potential Loyalists
15474,5770,1,150.35,1,1,1,111,3,Hibernating
15476,5555,4,1291.86,4,4,4,444,12,Champions
15478,5750,1,523.56,1,1,3,113,5,Hibernating
15479,5908,1,147.4,1,1,1,111,3,Hibernating
15480,5644,2,2358.76,2,3,5,235,10,Need Attention
15481,5576,1,792.4,3,1,4,314,8,Lost
15482,5561,4,517.15,4,4,3,443,11,Loyal Customers
15483,5560,6,592.56,4,5,3,453,12,Loyal Customers
15484,5715,2,952.73,2,3,4,234,9,Need Attention
15485,5548,4,1367.61,5,4,4,544,13,Champions
15487,5854,1,231.32,1,1,2,112,4,Hibernating
15488,5631,3,191.88,2,3,1,231,6,Lost
15489,5575,5,1203.85,4,4,4,444,12,Champions
15490,5605,1,210.85,3,1,2,312,6,Promising
15493,5564,4,2168.27,4,4,5,445,13,Champions
15494,5653,3,2054.58,2,3,5,235,10,Need Attention
15495,5554,1,246.5,5,1,2,512,8,Recent Customers
15496,5806,1,146.14,1,1,1,111,3,Hibernating
15497,5557,4,1173.21,4,4,4,444,12,Champions
15498,5541,18,7240.84,5,5,5,555,15,Champions
15499,5898,1,158.65,1,1,1,111,3,Hibernating
15501,5579,2,399.95,3,3,3,333,9,Need Attention
15502,5543,5,2551.39,5,4,5,545,14,Champions
15503,5901,1,116.26,1,1,1,111,3,Hibernating
15504,5695,3,349.87,2,3,2,232,7,Need Attention
15506,5556,3,1045.65,4,3,4,434,11,Potential Loyalists
15509,5555,1,152.41,4,1,1,411,6,Recent Customers
15512,5565,1,140.38,4,1,1,411,6,Recent Customers
15513,5540,15,3338.53,5,5,5,555,15,Champions
15514,5554,7,2064.66,5,5,5,555,15,Champions
15515,5562,1,91.65,4,1,1,411,6,Recent Customers
15518,5553,7,2196.44,5,5,5,555,15,Champions
15519,5558,2,201.15,4,3,2,432,9,Potential Loyalists
15521,5575,8,2908.58,4,5,5,455,14,Champions
15523,5590,12,1666.59,3,5,5,355,13,Loyal Customers
15524,5781,1,151.4,1,1,1,111,3,Hibernating
15525,5548,2,430.78,5,3,3,533,11,Potential Loyalists
15527,5569,15,2658.96,4,5,5,455,14,Champions
15529,5541,2,1116.72,5,3,4,534,12,Potential Loyalists
15530,5687,1,298.57,2,1,2,212,5,About to Sleep
15532,5551,6,2098.72,5,5,5,555,15,Champions
15534,5900,1,162.25,1,1,1,111,3,Hibernating
15535,5579,2,541.47,3,3,3,333,9,Need Attention
15536,5584,1,259.09,3,1,2,312,6,Promising
15540,5550,1,247.38,5,1,2,512,8,Recent Customers
15542,5687,3,855.71,2,3,4,234,9,Need Attention
15543,5634,1,114.4,2,1,1,211,4,About to Sleep
15544,5547,12,4387.72,5,5,5,555,15,Champions
15545,5546,1,135.33,5,1,1,511,7,Recent Customers
15546,5781,2,174.4,1,3,1,131,5,Lost
15547,5551,12,4804.25,5,5,5,555,15,Champions
15548,5770,1,158.09,1,1,1,111,3,Hibernating
15549,5596,5,652.7,3,4,3,343,10,Loyal Customers
15550,5553,8,1284.12,5,5,4,554,14,Champions
15551,5569,6,1243.75,4,5,4,454,13,Champions
15552,5798,1,131.2,1,1,1,111,3,Hibernating
15555,5540,22,6635.47,5,5,5,555,15,Champions
15558,5814,1,131.88,1,1,1,111,3,Hibernating
15559,5743,1,1109.4,1,1,4,114,6,Hibernating
15560,5572,2,153.52,4,3,1,431,8,Potential Loyalists
15561,5558,4,927.16,4,4,4,444,12,Champions
15562,5599,2,168.06,3,3,1,331,7,Promising
15563,5689,3,1363.26,2,3,4,234,9,Need Attention
15564,5638,2,70.74,2,3,1,231,6,Lost
15566,5567,2,213.37,4,3,2,432,9,Potential Loyalists
15569,5565,5,421.66,4,4,3,443,11,Loyal Customers
15570,5544,14,4860.55,5,5,5,555,15,Champions
15571,5561,10,2923.92,4,5,5,455,14,Champions
15572,5555,3,1404.42,4,3,4,434,11,Potential Loyalists
15573,5793,3,559.23,1,3,3,133,7,At Risk
15574,5547,3,697.56,5,3,3,533,11,Potential Loyalists
15575,5794,1,30.1,1,1,1,111,3,Hibernating
15577,5898,2,137.15,1,3,1,131,5,Lost
15579,5558,3,923.03,4,3,4,434,11,Potential Loyalists
15580,5551,8,1375.39,5,5,4,554,14,Champions
15581,5541,26,3735.63,5,5,5,555,15,Champions
15583,5551,1,95.96,5,1,1,511,7,Recent Customers
15584,5574,2,547.34,4,3,3,433,10,Potential Loyalists
15586,5767,3,605.94,1,3,3,133,7,At Risk
15590,5557,5,1496.6,4,4,4,444,12,Champions
15591,5757,2,156.7,1,3,1,131,5,Lost
15595,5662,1,64.8,2,1,1,211,4,About to Sleep
15596,5540,5,1723.45,5,4,5,545,14,Champions
15597,5750,1,238.8,1,1,2,112,4,Hibernating
15598,5602,1,307.34,3,1,2,312,6,Promising
15599,5620,1,488.32,2,1,3,213,6,About to Sleep
15600,5603,4,1128.51,3,4,4,344,11,Loyal Customers
15601,5547,17,7598.74,5,5,5,555,15,Champions
15602,5543,8,1279.6,5,5,4,554,14,Champions
15603,5823,1,40.0,1,1,1,111,3,Hibernating
15605,5548,5,738.57,5,4,4,544,13,Champions
15606,5565,8,1314.15,4,5,4,454,13,Champions
15607,5718,8,1525.01,1,5,4,154,10,Loyal Customers
15608,5590,1,692.3,3,1,3,313,7,Lost
15611,5558,12,1074.33,4,5,4,454,13,Champions
15613,5785,1,345.4,1,1,2,112,4,Hibernating
15614,5612,4,1292.08,2,4,4,244,10,Loyal Customers
15615,5565,23,8536.07,4,5,5,455,14,Champions
15616,5613,1,249.61,2,1,2,212,5,About to Sleep
15617,5571,3,769.15,4,3,4,434,11,Potential Loyalists
15620,5584,1,375.26,3,1,2,312,6,Promising
15622,5602,8,3995.59,3,5,5,355,13,Loyal Customers
15623,5568,7,1956.02,4,5,5,455,14,Champions
15625,5551,5,1522.74,5,4,4,544,13,Champions
15626,5596,1,391.72,3,1,2,312,6,Promising
15627,5632,2,336.98,2,3,2,232,7,Need Attention
15628,5541,9,2715.3,5,5,5,555,15,Champions
15629,5625,4,1553.1,2,4,4,244,10,Loyal Customers
15630,5819,1,295.05,1,1,2,112,4,Hibernating
15631,5817,1,586.59,1,1,3,113,5,Hibernating
15633,5684,12,3367.16,2,5,5,255,12,Loyal Customers
15634,5558,1,311.1,4,1,2,412,7,Recent Customers
15635,5570,1,25.5,4,1,1,411,6,Recent Customers
15636,5612,2,719.82,2,3,3,233,8,Need Attention
15637,5588,4,470.55,3,4,3,343,10,Loyal Customers
15638,5611,3,215.25,2,3,2,232,7,Need Attention
15639,5626,2,639.76,2,3,3,233,8,Need Attention
15640,5547,15,4697.96,5,5,5,555,15,Champions
15641,5571,8,3100.81,4,5,5,455,14,Champions
15642,5904,1,23.7,1,1,1,111,3,Hibernating
15645,5589,2,230.16,3,3,2,332,8,Promising
15646,5547,3,506.81,5,3,3,533,11,Potential Loyalists
15647,5590,1,169.0,3,1,1,311,5,Promising
15649,5562,1,50.55,4,1,1,411,6,Recent Customers
15650,5696,2,553.88,2,3,3,233,8,Need Attention
15651,5595,2,530.84,3,3,3,333,9,Need Attention
15652,5562,4,718.55,4,4,3,443,11,Loyal Customers
15658,5547,4,1322.87,5,4,4,544,13,Champions
15659,5561,2,162.54,4,3,1,431,8,Potential Loyalists
15660,5540,7,1140.97,5,5,4,554,14,Champions
15661,5554,6,503.07,5,5,3,553,13,Loyal Customers
15662,5836,2,212.93,1,3,2,132,6,Lost
15664,5624,3,867.6,2,3,4,234,9,Need Attention
15665,5586,3,1582.96,3,3,5,335,11,Need Attention
15666,5647,2,612.78,2,3,3,233,8,Need Attention
15670,5731,1,92.75,1,1,1,111,3,Hibernating
15672,5900,1,45.3,1,1,1,111,3,Hibernating
15673,5626,5,2468.2,2,4,5,245,11,Loyal Customers
15674,5592,8,4281.19,3,5,5,355,13,Loyal Customers
15675,5579,1,218.35,3,1,2,312,6,Promising
15677,5596,2,648.4,3,3,3,333,9,Need Attention
15678,5570,2,1356.34,4,3,4,434,11,Potential Loyalists
15680,5541,8,2988.74,5,5,5,555,15,Champions
15681,5554,8,720.8,5,5,3,553,13,Loyal Customers
15682,5774,2,318.24,1,3,2,132,6,Lost
15683,5648,1,330.79,2,1,2,212,5,About to Sleep
15684,5722,3,173.95,1,3,1,131,5,Lost
15685,5625,1,55.98,2,1,1,211,4,About to Sleep
15688,5593,1,190.57,3,1,1,311,5,Promising
15689,5792,1,266.93,1,1,2,112,4,Hibernating
15691,5569,3,273.0,4,3,2,432,9,Potential Loyalists
15693,5834,1,37.5,1,1,1,111,3,Hibernating
15694,5540,11,1083.65,5,5,4,554,14,Champions
15695,5772,2,644.56,1,3,3,133,7,At Risk
15696,5598,5,1043.56,3,4,4,344,11,Loyal Customers
15697,5864,1,246.75,1,1,2,112,4,Hibernating
15698,5799,1,15.0,1,1,1,111,3,Hibernating
15702,5651,2,140.39,2,3,1,231,6,Lost
15704,5677,2,1298.84,2,3,4,234,9,Need Attention
15708,5544,3,942.31,5,3,4,534,12,Potential Loyalists
15709,5764,1,194.6,1,1,1,111,3,Hibernating
15710,5592,1,858.55,3,1,4,314,8,Lost
15711,5731,2,420.25,1,3,3,133,7,At Risk
15712,5554,7,2031.05,5,5,5,555,15,Champions
15713,5541,3,654.09,5,3,3,533,11,Potential Loyalists
15714,5628,2,184.93,2,3,1,231,6,Lost
15715,5730,5,658.02,1,4,3,143,8,Loyal Customers
15716,5544,8,1662.03,5,5,5,555,15,Champions
15717,5596,4,456.7,3,4,3,343,10,Loyal Customers
15718,5715,1,293.79,2,1,2,212,5,About to Sleep
15719,5556,18,5102.4,4,5,5,455,14,Champions
15720,5725,1,140.49,1,1,1,111,3,Hibernating
15722,5620,6,1711.31,2,5,5,255,12,Loyal Customers
15723,5586,3,620.66,3,3,3,333,9,Need Attention
15724,5575,1,92.6,4,1,1,411,6,Recent Customers
15726,5565,1,321.91,4,1,2,412,7,Recent Customers
15727,5562,7,3414.13,4,5,5,455,14,Champions
15728,5554,2,241.0,5,3,2,532,10,Potential Loyalists
15729,5575,2,107.55,4,3,1,431,8,Potential Loyalists
15730,5556,2,605.7,4,3,3,433,10,Potential Loyalists
15731,5728,1,125.3,1,1,1,111,3,Hibernating
15732,5547,9,1333.71,5,5,4,554,14,Champions
15734,5611,2,325.1,2,3,2,232,7,Need Attention
15735,5596,1,327.68,3,1,2,312,6,Promising
15736,5610,2,1641.24,3,3,5,335,11,Need Attention
15738,5547,26,5259.27,5,5,5,555,15,Champions
15741,5633,2,208.62,2,3,2,232,7,Need Attention
15742,5794,1,156.87,1,1,1,111,3,Hibernating
15747,5550,6,1355.47,5,5,4,554,14,Champions
15748,5624,2,68.55,2,3,1,231,6,Lost
15750,5541,12,4161.62,5,5,5,555,15,Champions
15751,5635,11,1366.52,2,5,4,254,11,Loyal Customers
15752,5547,3,1557.96,5,3,5,535,13,Potential Loyalists
15754,5668,6,1884.21,2,5,5,255,12,Loyal Customers
15755,5554,11,3547.75,5,5,5,555,15,Champions
15757,5561,4,2225.94,4,4,5,445,13,Champions
15759,5686,3,115.65,2,3,1,231,6,Lost
15761,5617,1,143.05,2,1,1,211,4,About to Sleep
15764,5609,2,1131.91,3,3,4,334,10,Need Attention
15765,5841,1,370.63,1,1,2,112,4,Hibernating
15766,5631,2,173.7,2,3,1,231,6,Lost
15768,5651,31,13066.32,2,5,5,255,12,Loyal Customers
15769,5549,1,30.6,5,1,1,511,7,Recent Customers
15770,5787,1,321.45,1,1,2,112,4,Hibernating
15771,5779,3,400.9,1,3,3,133,7,At Risk
15772,5593,1,280.88,3,1,2,312,6,Promising
15773,5584,1,138.84,3,1,1,311,5,Promising
15774,5593,5,1017.54,3,4,4,344,11,Loyal Customers
15777,5571,3,268.5,4,3,2,432,9,Potential Loyalists
15778,5606,1,307.95,3,1,2,312,6,Promising
15779,5638,2,124.08,2,3,1,231,6,Lost
15782,5605,1,154.5,3,1,1,311,5,Promising
15784,5642,2,724.73,2,3,3,233,8,Need Attention
15785,5554,11,2084.1,5,5,5,555,15,Champions
15786,5592,2,3205.76,3,3,5,335,11,Need Attention
15788,5683,1,221.83,2,1,2,212,5,About to Sleep
15789,5606,5,1485.11,3,4,4,344,11,Loyal Customers
15791,5704,3,1705.37,2,3,5,235,10,Need Attention
15792,5574,2,919.92,4,3,4,434,11,Potential Loyalists
15793,5553,5,120.0,5,4,1,541,10,Promising
15794,5912,1,229.2,1,1,2,112,4,Hibernating
15795,5605,7,1355.94,3,5,4,354,12,Loyal Customers
15796,5549,9,2340.62,5,5,5,555,15,Champions
15798,5667,3,1535.37,2,3,4,234,9,Need Attention
15799,5593,1,478.2,3,1,3,313,7,Lost
15800,5628,5,440.48,2,4,3,243,9,Loyal Customers
15803,5620,3,913.34,2,3,4,234,9,Need Attention
15805,5560,13,4133.95,4,5,5,455,14,Champions
15807,5583,2,782.58,3,3,4,334,10,Need Attention
15808,5544,18,9893.55,5,5,5,555,15,Champions
15809,5634,2,359.99,2,3,2,232,7,Need Attention
15810,5561,4,1467.56,4,4,4,444,12,Champions
15811,5540,2,1463.78,5,3,4,534,12,Potential Loyalists
15812,5610,7,584.47,3,5,3,353,11,Loyal Customers
15814,5568,2,526.39,4,3,3,433,10,Potential Loyalists
15816,5717,2,144.15,1,3,1,131,5,Lost
15817,5595,3,2667.2,3,3,5,335,11,Need Attention
15818,5763,1,123.5,1,1,1,111,3,Hibernating
15819,5606,6,2016.74,3,5,5,355,13,Loyal Customers
15822,5668,4,728.19,2,4,3,243,9,Loyal Customers
15823,5547,2,3334.75,5,3,5,535,13,Potential Loyalists
15824,5628,2,500.94,2,3,3,233,8,Need Attention
15826,5743,1,704.87,1,1,3,113,5,Hibernating
15827,5547,16,1886.38,5,5,5,555,15,Champions
15828,5550,1,1108.82,5,1,4,514,10,Recent Customers
15833,5912,1,80.4,1,1,1,111,3,Hibernating
15834,5551,3,1539.24,5,3,4,534,12,Potential Loyalists
15837,5660,1,385.03,2,1,2,212,5,About to Sleep
15841,5561,4,530.06,4,4,3,443,11,Loyal Customers
15842,5568,2,472.48,4,3,3,433,10,Potential Loyalists
15845,5711,3,714.51,2,3,3,233,8,Need Attention
15846,5560,1,107.01,4,1,1,411,6,Recent Customers
15847,5603,3,369.55,3,3,2,332,8,Promising
15848,5796,1,137.99,1,1,1,111,3,Hibernating
15850,5551,4,675.07,5,4,3,543,12,Loyal Customers
15851,5701,1,109.73,2,1,1,211,4,About to Sleep
15852,5701,1,96.55,2,1,1,211,4,About to Sleep
15854,5551,8,1243.92,5,5,4,554,14,Champions
15855,5651,1,218.8,2,1,2,212,5,About to Sleep
15856,5540,26,6226.94,5,5,5,555,15,Champions
15857,5605,1,126.18,3,1,1,311,5,Promising
15858,5542,9,2377.73,5,5,5,555,15,Champions
15859,5607,1,438.46,3,1,3,313,7,Lost
15860,5543,10,1457.76,5,5,4,554,14,Champions
15861,5630,4,1063.47,2,4,4,244,10,Loyal Customers
15862,5548,10,2033.64,5,5,5,555,15,Champions
15863,5792,3,255.06,1,3,2,132,6,Lost
15864,5556,1,12.6,4,1,1,411,6,Recent Customers
15865,5588,2,1198.93,3,3,4,334,10,Need Attention
15867,5544,17,4852.57,5,5,5,555,15,Champions
15868,5758,1,94.53,1,1,1,111,3,Hibernating
15869,5801,1,171.47,1,1,1,111,3,Hibernating
15870,5571,3,426.12,4,3,3,433,10,Potential Loyalists
15871,5612,1,33.1,2,1,1,211,4,About to Sleep
15872,5553,2,413.0,5,3,3,533,11,Potential Loyalists
15874,5562,12,3967.02,4,5,5,455,14,Champions
15875,5821,1,108.52,1,1,1,111,3,Hibernating
15876,5584,1,39.8,3,1,1,311,5,Promising
15878,5736,2,271.37,1,3,2,132,6,Lost
15879,5579,3,970.05,3,3,4,334,10,Need Attention
15880,5544,1,329.03,5,1,2,512,8,Recent Customers
15882,5543,6,904.02,5,5,4,554,14,Champions
15884,5607,2,103.0,3,3,1,331,7,Promising
15885,5591,10,973.22,3,5,4,354,12,Loyal Customers
15886,5591,3,718.98,3,3,3,333,9,Need Attention
15887,5635,2,611.95,2,3,3,233,8,Need Attention
15888,5575,2,260.85,4,3,2,432,9,Potential Loyalists
15889,5544,7,1252.72,5,5,4,554,14,Champions
15890,5569,3,112.55,4,3,1,431,8,Potential Loyalists
15892,5844,1,128.2,1,1,1,111,3,Hibernating
15894,5544,1,151.44,5,1,1,511,7,Recent Customers
15898,5542,22,4119.18,5,5,5,555,15,Champions
15899,5543,1,56.25,5,1,1,511,7,Recent Customers
15900,5588,3,442.49,3,3,3,333,9,Need Attention
15901,5626,4,335.99,2,4,2,242,8,Need Attention
15902,5555,1,124.85,4,1,1,411,6,Recent Customers
15903,5652,2,191.0,2,3,1,231,6,Lost
15905,5718,1,114.69,1,1,1,111,3,Hibernating
15906,5549,3,962.5,5,4,4,544,13,Champions
15908,5686,1,173.34,2,1,1,211,4,About to Sleep
15910,5575,7,1426.53,4,5,4,454,13,Champions
15911,5798,8,1700.24,1,5,5,155,11,Loyal Customers
15912,5611,7,569.9,2,5,3,253,10,Loyal Customers
15913,5709,1,6.3,2,1,1,211,4,About to Sleep
15914,5553,2,104.23,5,3,1,531,9,Potential Loyalists
15915,5576,1,343.45,3,1,2,312,6,Promising
15916,5541,7,1682.23,5,5,5,555,15,Champions
15917,5781,4,407.07,1,4,3,143,8,Loyal Customers
15918,5806,1,248.65,1,1,2,112,4,Hibernating
15919,5543,1,214.08,5,1,2,512,8,Recent Customers
15920,5599,5,401.64,3,4,3,343,10,Loyal Customers
15921,5571,3,452.23,4,4,3,443,11,Loyal Customers
15922,5548,1,293.9,5,1,2,512,8,Recent Customers
15923,5547,1,117.0,5,1,1,511,7,Recent Customers
15924,5906,1,87.7,1,1,1,111,3,Hibernating
15926,5717,1,108.04,1,1,1,111,3,Hibernating
15927,5822,1,106.54,1,2,1,121,4,Lost
15928,5831,1,140.53,1,2,1,121,4,Lost
15931,5603,1,239.9,3,2,2,322,7,Promising
15934,5592,1,217.26,3,2,2,322,7,Promising
15936,5554,2,282.79,5,3,2,532,10,Potential Loyalists
15938,5631,4,330.23,2,4,2,242,8,Need Attention
15939,5549,1,989.82,5,2,4,524,11,Potential Loyalists
15941,5812,1,81.0,1,2,1,121,4,Lost
15943,5824,2,271.29,1,3,2,132,6,Lost
15944,5568,3,584.1,4,4,3,443,11,Loyal Customers
15945,5540,4,451.99,5,4,3,543,12,Loyal Customers
15946,5677,1,55.56,2,2,1,221,5,About to Sleep
15948,5599,1,553.85,3,2,3,323,8,Need Attention
15950,5550,6,4210.73,5,5,5,555,15,Champions
15951,5556,1,304.95,4,2,2,422,8,Potential Loyalists
15953,5544,10,1070.28,5,5,4,554,14,Champions
15954,5764,1,190.75,1,2,1,121,4,Lost
15955,5547,9,3779.12,5,5,5,555,15,Champions
15956,5726,1,291.2,1,2,2,122,5,Lost
15957,5595,2,492.36,3,3,3,333,9,Need Attention
15958,5578,3,357.77,3,4,2,342,9,Promising
15959,5857,3,521.89,1,4,3,143,8,Loyal Customers
15960,5549,4,410.95,5,4,3,543,12,Loyal Customers
15961,5554,1,288.57,5,2,2,522,9,Potential Loyalists
15962,5624,1,289.48,2,2,2,222,6,Need Attention
15964,5838,1,269.21,1,2,2,122,5,Lost
15965,5542,10,1737.46,5,5,5,555,15,Champions
15966,5625,1,426.53,2,2,3,223,7,Need Attention
15967,5554,10,2429.02,5,5,5,555,15,Champions
15968,5563,1,363.75,4,2,2,422,8,Potential Loyalists
15969,5600,2,313.35,3,3,2,332,8,Promising
15970,5773,1,208.22,1,2,2,122,5,Lost
15972,5631,5,1549.33,2,4,4,244,10,Loyal Customers
15973,5541,3,210.1,5,4,2,542,11,Promising
15976,5585,4,1200.77,3,4,4,344,11,Loyal Customers
15978,5607,2,1323.72,3,3,4,334,10,Need Attention
15979,5777,1,291.3,1,2,2,122,5,Lost
15980,5665,3,832.8,2,4,4,244,10,Loyal Customers
15981,5640,6,2487.39,2,5,5,255,12,Loyal Customers
15982,5780,1,324.51,1,2,2,122,5,Lost
15983,5540,6,1968.66,5,5,5,555,15,Champions
15984,5543,17,3557.19,5,5,5,555,15,Champions
15985,5611,5,1210.34,2,4,4,244,10,Loyal Customers
15986,5556,1,186.3,4,2,1,421,7,Potential Loyalists
15987,5543,2,216.7,5,3,2,532,10,Potential Loyalists
15988,5726,2,582.11,1,3,3,133,7,At Risk
15989,5550,2,368.31,5,3,2,532,10,Potential Loyalists
15990,5669,5,1205.64,2,4,4,244,10,Loyal Customers
15991,5709,1,150.55,2,2,1,221,5,About to Sleep
15992,5571,2,854.61,4,3,4,434,11,Potential Loyalists
15994,5586,2,761.41,3,3,4,334,10,Need Attention
15995,5589,1,628.54,3,2,3,323,8,Need Attention
15996,5541,2,586.83,5,3,3,533,11,Potential Loyalists
15998,5568,11,5193.92,4,5,5,455,14,Champions
15999,5910,1,20.4,1,2,1,121,4,Lost
16001,5556,1,512.59,4,2,3,423,9,Potential Loyalists
16002,5800,1,169.21,1,2,1,121,4,Lost
16003,5556,5,1711.46,4,4,5,445,13,Champions
16004,5649,5,2021.29,2,4,5,245,11,Loyal Customers
16005,5550,6,1786.78,5,5,5,555,15,Champions
16006,5562,1,231.42,4,2,2,422,8,Potential Loyalists
16007,5558,3,1325.17,4,4,4,444,12,Champions
16008,5557,12,3973.99,4,5,5,455,14,Champions
16010,5551,8,1302.46,5,5,4,554,14,Champions
16011,5541,14,2366.0,5,5,5,555,15,Champions
16012,5576,2,1563.3,3,3,5,335,11,Need Attention
16013,5784,2,385.65,1,3,2,132,6,Lost
