customer_id,total_orders,total_revenue,avg_order_value,first_purchase,last_purchase,total_transactions,lifespan_days,lifespan_months,purchase_frequency,customer_value_monthly,simple_clv,predictive_clv,clv_profit,days_since_last,churn_probability,risk_adjusted_clv,clv_bucket
15254,2,708.99,14.77,2010-05-28 10:08:00,2010-06-11 10:30:00,48,14,0.46,4.35,64.23,278.94,770.77,231.23,181,1.0,0.0,$500-1K
15255,7,2197.37,16.77,2009-12-03 09:10:00,2010-11-04 10:43:00,131,336,11.04,0.63,10.64,46.2,127.65,38.29,35,0.24,96.62,$100-500
15256,1,71.95,17.99,2010-05-27 11:41:00,2010-05-27 11:41:00,4,1,0.03,30.44,547.54,2377.83,6570.47,1971.14,196,1.0,0.0,$5K-10K
15257,1,78.75,19.69,2010-10-21 14:03:00,2010-10-21 14:03:00,4,1,0.03,30.44,599.29,2602.55,7191.45,2157.43,49,1.0,0.0,$5K-10K
15259,4,877.3,15.95,2010-01-26 09:41:00,2010-07-15 08:47:00,55,169,5.55,0.72,11.49,49.91,137.91,41.37,147,1.0,0.0,$100-500
15260,19,5745.9,18.84,2009-12-06 11:45:00,2010-12-02 12:09:00,305,361,11.86,1.6,30.18,131.07,362.19,108.66,7,0.12,317.71,$100-500
15261,3,1122.98,15.82,2010-10-01 11:59:00,2010-11-23 09:13:00,71,52,1.71,1.76,27.78,120.63,333.32,100.0,16,0.31,230.76,$100-500
15262,2,239.87,14.99,2010-08-08 15:55:00,2010-11-24 13:21:00,16,107,3.52,0.57,8.53,37.04,102.36,30.71,15,0.09,92.79,$100-500
15264,1,454.66,14.21,2010-06-27 13:29:00,2010-06-27 13:29:00,32,1,0.03,30.44,432.5,1878.22,5189.94,1556.98,165,1.0,0.0,$5K-10K
15265,2,1839.52,16.57,2009-12-01 17:08:00,2010-04-14 11:20:00,111,133,4.37,0.46,7.59,32.94,91.03,27.31,239,1.0,0.0,$0-100
15266,4,574.91,15.13,2010-01-07 12:19:00,2010-11-25 16:36:00,38,322,10.58,0.38,5.72,24.84,68.65,20.6,14,0.06,64.67,$0-100
15268,2,345.4,20.32,2010-04-13 11:27:00,2010-08-18 10:33:00,17,126,4.14,0.48,9.82,42.63,117.8,35.34,113,0.6,47.37,$100-500
15269,2,816.56,24.74,2010-11-14 12:58:00,2010-11-24 15:32:00,33,10,0.33,6.09,150.64,654.2,1807.72,542.31,15,1.0,0.0,$1K-5K
15270,11,1909.85,21.95,2009-12-17 15:02:00,2010-11-04 11:48:00,87,321,10.55,1.04,22.9,99.44,274.79,82.44,35,0.4,164.93,$100-500
15271,10,2134.35,6.49,2010-08-05 14:57:00,2010-12-09 13:47:00,329,125,4.11,2.44,15.8,68.61,189.58,56.87,0,0.0,189.58,$100-500
15272,4,1184.01,5.33,2010-02-14 13:39:00,2010-09-15 17:07:00,222,213,7.0,0.57,3.05,13.24,36.59,10.98,85,0.53,17.12,$0-100
15276,3,491.17,3.81,2010-10-01 12:24:00,2010-11-10 16:07:00,129,40,1.31,2.28,8.69,37.75,104.31,31.29,29,0.72,28.69,$100-500
15277,1,220.44,15.75,2010-10-10 16:02:00,2010-10-10 16:02:00,14,1,0.03,30.44,479.3,2081.48,5751.59,1725.48,60,1.0,0.0,$5K-10K
15278,4,434.96,15.53,2010-02-12 14:53:00,2010-05-27 10:03:00,28,103,3.38,1.18,18.36,79.75,220.36,66.11,196,1.0,0.0,$100-500
15279,4,1277.43,17.26,2010-02-02 10:15:00,2010-11-24 13:03:00,74,295,9.69,0.41,7.13,30.94,85.5,25.65,15,0.07,79.7,$0-100
15280,2,242.4,5.77,2010-05-17 14:17:00,2010-08-08 12:21:00,42,82,2.69,0.74,4.28,18.61,51.42,15.43,123,1.0,0.0,$0-100
15281,7,6037.54,15.89,2010-10-08 12:14:00,2010-11-26 16:31:00,380,49,1.61,4.35,69.09,300.05,829.09,248.73,13,0.62,315.85,$500-1K
15282,1,348.59,12.91,2010-05-18 16:27:00,2010-05-18 16:27:00,27,1,0.03,30.44,393.0,1706.71,4716.04,1414.81,205,1.0,0.0,$1K-5K
15283,3,148.33,16.48,2010-07-09 15:46:00,2010-11-14 14:54:00,9,127,4.17,0.72,11.85,51.47,142.21,42.66,25,0.2,114.22,$100-500
15284,1,24.75,24.75,2010-07-27 13:25:00,2010-07-27 13:25:00,1,1,0.03,30.44,753.39,3271.78,9040.68,2712.2,135,1.0,0.0,$5K-10K
15285,1,94.92,15.82,2010-10-28 09:46:00,2010-10-28 09:46:00,6,1,0.03,30.44,481.56,2091.3,5778.73,1733.62,42,1.0,0.0,$5K-10K
15287,3,212.34,16.33,2009-12-02 12:13:00,2010-11-25 10:29:00,13,357,11.73,0.26,4.18,18.14,50.14,15.04,14,0.04,48.17,$0-100
15288,5,926.06,11.02,2010-02-12 15:27:00,2010-12-09 13:59:00,84,299,9.82,0.51,5.61,24.37,67.34,20.2,0,0.0,67.34,$0-100
15289,2,585.63,15.83,2010-03-28 11:45:00,2010-09-07 12:38:00,37,163,5.35,0.37,5.91,25.67,70.94,21.28,93,0.38,43.96,$0-100
15290,8,1821.24,24.61,2010-02-24 10:15:00,2010-11-11 12:04:00,74,260,8.54,0.94,23.05,100.11,276.62,82.98,28,0.29,197.18,$100-500
15291,14,1609.44,22.05,2009-12-09 09:36:00,2010-11-23 12:33:00,73,349,11.47,1.22,26.92,116.91,323.06,96.92,16,0.21,253.94,$100-500
15293,1,247.5,13.03,2010-02-12 11:54:00,2010-02-12 11:54:00,19,1,0.03,30.44,396.52,1721.99,4758.25,1427.48,300,1.0,0.0,$1K-5K
15294,1,233.35,15.56,2010-10-25 11:45:00,2010-10-25 11:45:00,15,1,0.03,30.44,473.54,2056.49,5682.54,1704.76,45,1.0,0.0,$5K-10K
15295,1,207.04,3.98,2010-02-23 13:03:00,2010-02-23 13:03:00,52,1,0.03,30.44,121.2,526.33,1454.38,436.31,289,1.0,0.0,$1K-5K
15296,6,5527.39,17.06,2010-01-21 13:48:00,2010-10-15 09:33:00,324,266,8.74,0.69,11.71,50.87,140.56,42.17,55,0.41,82.44,$100-500
15298,12,4488.55,18.4,2009-12-08 17:04:00,2010-12-08 13:55:00,244,364,11.96,1.0,18.46,80.17,221.52,66.46,1,0.01,219.09,$100-500
15301,6,2345.47,17.64,2010-09-15 15:41:00,2010-12-06 12:21:00,133,81,2.66,2.25,39.76,172.68,477.17,143.15,3,0.07,441.82,$100-500
15302,1,308.0,20.53,2009-12-09 13:11:00,2009-12-09 13:11:00,15,1,0.03,30.44,625.03,2714.37,7500.42,2250.12,365,1.0,0.0,$5K-10K
15303,2,650.16,17.11,2010-01-25 09:42:00,2010-05-23 12:14:00,38,118,3.88,0.52,8.83,38.33,105.93,31.78,200,1.0,0.0,$100-500
15304,1,123.15,24.63,2010-12-06 11:42:00,2010-12-06 11:42:00,5,1,0.03,30.44,749.74,3255.92,8996.85,2699.05,3,1.0,0.0,$5K-10K
15305,1,93.6,18.72,2010-06-02 13:50:00,2010-06-02 13:50:00,5,1,0.03,30.44,569.84,2474.66,6838.04,2051.41,190,1.0,0.0,$5K-10K
15306,6,1466.9,15.44,2010-02-18 17:12:00,2010-07-27 14:39:00,95,158,5.19,1.16,17.85,77.51,214.19,64.26,135,1.0,0.0,$100-500
15309,4,797.96,14.78,2009-12-04 13:01:00,2010-04-08 11:11:00,54,124,4.07,0.98,14.51,63.01,174.12,52.24,245,1.0,0.0,$100-500
15310,1,1100.0,28.95,2010-08-18 11:38:00,2010-08-18 11:38:00,38,1,0.03,30.44,881.16,3826.65,10573.89,3172.17,113,1.0,0.0,$10K+
15311,113,12016.47,7.66,2009-12-01 11:21:00,2010-12-09 14:15:00,1569,373,12.25,9.22,70.63,306.71,847.52,254.26,0,0.0,847.52,$500-1K
15312,8,2005.34,17.29,2009-12-16 09:23:00,2010-11-21 15:10:00,116,340,11.17,0.72,12.38,53.77,148.58,44.57,18,0.14,127.61,$100-500
15314,2,364.98,14.6,2010-10-07 15:41:00,2010-10-22 12:19:00,25,14,0.46,4.35,63.49,275.7,761.83,228.55,48,1.0,0.0,$500-1K
15317,1,70.35,17.59,2010-01-31 15:55:00,2010-01-31 15:55:00,4,1,0.03,30.44,535.36,2324.95,6424.36,1927.31,312,1.0,0.0,$5K-10K
15321,9,3858.88,18.38,2010-02-03 09:47:00,2010-09-28 18:11:00,210,237,7.79,1.16,21.24,92.25,254.9,76.47,72,0.91,22.59,$100-500
15322,1,600.99,15.82,2010-08-20 13:10:00,2010-08-20 13:10:00,38,1,0.03,30.44,481.42,2090.71,5777.1,1733.13,111,1.0,0.0,$5K-10K
15323,3,434.6,14.99,2010-02-16 09:21:00,2010-05-26 10:01:00,29,99,3.25,0.92,13.82,60.03,165.88,49.77,197,1.0,0.0,$100-500
15324,1,140.22,17.53,2010-01-07 14:37:00,2010-01-07 14:37:00,8,1,0.03,30.44,533.54,2317.02,6402.45,1920.73,336,1.0,0.0,$5K-10K
15325,7,1439.72,8.18,2010-02-16 13:30:00,2010-11-09 13:14:00,176,265,8.71,0.8,6.58,28.56,78.93,23.68,30,0.26,58.08,$0-100
15326,4,1388.81,13.89,2009-12-01 13:19:00,2010-04-09 15:22:00,100,129,4.24,0.94,13.11,56.93,157.3,47.19,244,1.0,0.0,$100-500
15328,1,107.24,13.4,2010-10-28 09:05:00,2010-10-28 09:05:00,8,1,0.03,30.44,408.05,1772.05,4896.58,1468.97,42,1.0,0.0,$1K-5K
15329,8,1768.13,18.61,2009-12-14 12:18:00,2010-11-30 11:24:00,95,350,11.5,0.7,12.95,56.24,155.4,46.62,9,0.07,144.74,$100-500
15331,3,619.59,16.3,2010-04-09 14:26:00,2010-07-28 09:42:00,38,109,3.58,0.84,13.66,59.32,163.92,49.18,134,1.0,0.0,$100-500
15332,5,3209.51,25.07,2010-07-14 13:01:00,2010-12-05 12:02:00,128,143,4.7,1.06,26.69,115.9,320.25,96.07,4,0.05,305.32,$100-500
15336,1,240.5,16.03,2010-11-03 12:39:00,2010-11-03 12:39:00,15,1,0.03,30.44,488.05,2119.5,5856.66,1757.0,36,1.0,0.0,$5K-10K
15337,1,373.02,17.76,2010-10-24 15:29:00,2010-10-24 15:29:00,21,1,0.03,30.44,540.7,2348.13,6488.42,1946.52,46,1.0,0.0,$5K-10K
15338,1,277.93,4.79,2010-01-31 14:25:00,2010-01-31 14:25:00,58,1,0.03,30.44,145.87,633.46,1750.38,525.12,312,1.0,0.0,$1K-5K
15339,5,1008.4,7.88,2010-02-08 13:38:00,2010-10-14 14:04:00,128,248,8.15,0.61,4.83,21.0,58.02,17.41,56,0.38,36.18,$0-100
15340,1,105.5,15.07,2010-05-27 10:27:00,2010-05-27 10:27:00,7,1,0.03,30.44,458.77,1992.34,5505.29,1651.59,196,1.0,0.0,$5K-10K
15341,1,31.2,31.2,2010-09-16 16:41:00,2010-09-16 16:41:00,1,1,0.03,30.44,949.73,4124.43,11396.74,3419.02,84,1.0,0.0,$10K+
15346,2,343.7,17.18,2010-10-04 15:11:00,2010-10-10 13:55:00,20,5,0.16,12.18,209.24,908.7,2510.93,753.28,60,1.0,0.0,$1K-5K
15347,4,757.5,23.67,2010-09-28 12:50:00,2010-12-08 15:25:00,32,71,2.33,1.71,40.6,176.3,487.15,146.14,1,0.02,478.0,$100-500
15350,2,547.6,18.25,2010-11-21 15:14:00,2010-12-01 13:33:00,30,9,0.3,6.76,123.47,536.21,1481.68,444.51,8,0.59,603.65,$1K-5K
15351,4,1419.11,9.99,2010-10-03 12:18:00,2010-12-05 11:49:00,142,62,2.04,1.96,19.63,85.23,235.52,70.66,4,0.09,215.26,$100-500
15352,1,111.15,3.27,2010-06-09 11:28:00,2010-06-09 11:28:00,34,1,0.03,30.44,99.51,432.16,1194.14,358.24,183,1.0,0.0,$1K-5K
15353,6,2259.5,7.29,2009-12-02 11:33:00,2010-12-07 11:49:00,310,370,12.16,0.49,3.6,15.62,43.17,12.95,2,0.01,42.71,$0-100
15356,4,664.66,3.03,2010-10-13 13:12:00,2010-12-06 14:05:00,219,54,1.77,2.25,6.84,29.72,82.12,24.64,3,0.07,76.04,$0-100
15358,22,8047.93,14.37,2009-12-07 12:19:00,2010-12-09 10:04:00,560,366,12.02,1.83,26.3,114.19,315.55,94.66,0,0.0,315.55,$100-500
15359,8,181.35,11.33,2010-01-15 11:30:00,2010-02-15 10:47:00,16,30,0.99,8.12,92.0,399.55,1104.06,331.22,297,1.0,0.0,$1K-5K
15362,2,599.16,15.36,2009-12-01 09:08:00,2010-09-17 10:37:00,39,290,9.53,0.21,3.23,14.01,38.7,11.61,83,0.19,31.32,$0-100
15363,2,678.11,19.37,2010-08-04 08:41:00,2010-12-02 12:28:00,35,120,3.94,0.51,9.83,42.69,117.95,35.39,7,0.04,113.37,$100-500
15365,6,2115.61,20.74,2010-02-04 16:43:00,2010-11-01 10:44:00,102,269,8.84,0.68,14.08,61.16,168.99,50.7,38,0.28,121.25,$100-500
15366,5,1461.37,16.8,2010-02-26 10:10:00,2010-10-26 09:52:00,87,241,7.92,0.63,10.61,46.07,127.3,38.19,44,0.3,88.56,$100-500
15367,7,3004.24,16.97,2009-12-10 14:20:00,2010-10-17 15:05:00,177,311,10.22,0.69,11.63,50.5,139.55,41.86,53,0.4,84.06,$100-500
15368,1,65.8,21.93,2010-11-10 15:52:00,2010-11-10 15:52:00,3,1,0.03,30.44,667.65,2899.44,8011.81,2403.54,29,1.0,0.0,$5K-10K
15369,3,537.6,31.62,2010-02-01 15:40:00,2010-08-04 13:54:00,17,183,6.01,0.5,15.78,68.53,189.37,56.81,127,0.69,57.95,$100-500
15370,1,884.8,20.11,2010-10-25 12:08:00,2010-10-25 12:08:00,44,1,0.03,30.44,612.12,2658.29,7345.45,2203.63,45,1.0,0.0,$5K-10K
15373,6,720.48,11.26,2010-05-02 11:57:00,2010-12-03 14:40:00,64,215,7.06,0.85,9.56,41.53,114.76,34.43,6,0.06,108.35,$100-500
15374,1,139.32,19.9,2010-03-25 12:03:00,2010-03-25 12:03:00,7,1,0.03,30.44,605.84,2631.02,7270.12,2181.03,259,1.0,0.0,$5K-10K
15375,1,47.04,9.41,2010-01-18 15:38:00,2010-01-18 15:38:00,5,1,0.03,30.44,286.38,1243.67,3436.55,1030.97,325,1.0,0.0,$1K-5K
15377,4,451.3,30.09,2010-10-20 11:42:00,2010-11-22 08:55:00,15,32,1.05,3.8,114.48,497.16,1373.76,412.13,17,0.71,400.68,$1K-5K
15378,2,246.5,20.54,2010-07-26 08:47:00,2010-09-03 11:30:00,12,39,1.28,1.56,32.07,139.25,384.79,115.44,97,1.0,0.0,$100-500
15379,1,1174.55,17.02,2010-11-04 11:59:00,2010-11-04 11:59:00,69,1,0.03,30.44,518.16,2250.25,6217.97,1865.39,35,1.0,0.0,$5K-10K
15380,2,119.6,23.92,2009-12-01 13:50:00,2010-01-12 09:25:00,5,41,1.35,1.48,35.52,154.25,426.22,127.87,331,1.0,0.0,$100-500
15381,2,216.3,30.9,2010-06-16 16:42:00,2010-10-12 13:32:00,7,117,3.84,0.52,16.08,69.83,192.94,57.88,58,0.33,129.18,$100-500
15382,6,6405.1,21.28,2009-12-04 14:13:00,2010-11-30 09:46:00,301,360,11.83,0.51,10.8,46.88,129.55,38.86,9,0.05,123.07,$100-500
15384,2,1242.58,16.57,2010-04-26 12:38:00,2010-11-23 12:04:00,75,210,6.9,0.29,4.8,20.86,57.64,17.29,16,0.05,54.71,$0-100
15385,2,100.8,16.8,2010-01-31 13:02:00,2010-11-12 12:28:00,6,284,9.33,0.21,3.6,15.64,43.22,12.96,27,0.06,40.48,$0-100
15387,1,385.25,20.28,2010-08-04 16:05:00,2010-08-04 16:05:00,19,1,0.03,30.44,617.21,2680.39,7406.53,2221.96,127,1.0,0.0,$5K-10K
15390,2,1216.66,15.8,2010-10-26 17:23:00,2010-11-08 15:19:00,77,12,0.39,5.07,80.16,348.13,961.95,288.59,31,1.0,0.0,$500-1K
15391,1,213.55,19.41,2010-05-04 15:04:00,2010-05-04 15:04:00,11,1,0.03,30.44,590.95,2566.35,7091.41,2127.42,219,1.0,0.0,$5K-10K
15392,3,973.61,17.7,2010-10-04 12:50:00,2010-11-30 09:50:00,55,56,1.84,1.63,28.87,125.36,346.4,103.92,9,0.16,290.73,$100-500
15393,3,508.58,16.95,2009-12-15 17:56:00,2010-05-21 11:34:00,30,156,5.12,0.59,9.92,43.1,119.09,35.73,202,1.0,0.0,$100-500
15394,7,2818.44,20.72,2009-12-15 19:05:00,2010-11-09 12:26:00,136,328,10.78,0.65,13.46,58.47,161.55,48.47,30,0.21,127.08,$100-500
15400,2,274.4,22.87,2010-05-28 08:33:00,2010-08-05 14:11:00,12,69,2.27,0.88,20.18,87.62,242.11,72.63,126,1.0,0.0,$100-500
15401,2,216.95,15.5,2010-05-20 10:56:00,2010-09-13 13:42:00,14,116,3.81,0.52,8.13,35.32,97.6,29.28,87,0.5,48.8,$0-100
15402,4,1072.31,12.77,2010-04-27 12:12:00,2010-11-17 12:58:00,84,204,6.7,0.6,7.62,33.09,91.43,27.43,22,0.14,78.28,$0-100
15403,2,61.44,15.36,2009-12-09 12:45:00,2010-08-05 12:21:00,4,238,7.82,0.26,3.93,17.06,47.15,14.14,126,0.35,30.51,$0-100
15404,1,223.58,15.97,2010-11-29 11:03:00,2010-11-29 11:03:00,14,1,0.03,30.44,486.13,2111.13,5833.52,1750.06,10,1.0,0.0,$5K-10K
15405,1,310.74,14.12,2010-05-12 15:56:00,2010-05-12 15:56:00,22,1,0.03,30.44,429.95,1867.17,5159.41,1547.82,211,1.0,0.0,$5K-10K
15406,2,465.16,6.74,2010-09-12 13:06:00,2010-09-12 13:10:00,69,1,0.03,60.88,410.42,1782.35,4925.03,1477.51,88,1.0,0.0,$1K-5K
15409,1,131.25,14.58,2009-12-18 15:35:00,2009-12-18 15:35:00,9,1,0.03,30.44,443.92,1927.82,5327.0,1598.1,356,1.0,0.0,$5K-10K
15410,2,950.6,25.69,2010-04-19 08:57:00,2010-05-20 09:53:00,37,31,1.02,1.96,50.46,219.12,605.47,181.64,203,1.0,0.0,$500-1K
15413,1,16.5,16.5,2010-01-17 11:33:00,2010-01-17 11:33:00,1,1,0.03,30.44,502.26,2181.19,6027.12,1808.14,326,1.0,0.0,$5K-10K
15416,3,574.58,16.42,2010-02-01 11:55:00,2010-08-18 09:48:00,35,197,6.47,0.46,7.61,33.05,91.32,27.4,113,0.57,38.94,$0-100
15418,2,449.42,6.61,2010-05-02 11:31:00,2010-10-10 13:38:00,68,161,5.29,0.38,2.5,10.85,29.99,9.0,60,0.25,22.54,$0-100
15420,6,719.0,13.31,2009-12-05 13:29:00,2010-10-01 15:46:00,54,300,9.86,0.61,8.11,35.2,97.27,29.18,69,0.46,52.53,$0-100
15421,6,2844.9,10.86,2009-12-07 15:10:00,2010-11-19 13:21:00,262,346,11.37,0.53,5.73,24.89,68.78,20.63,20,0.12,60.83,$0-100
15422,5,1383.07,12.46,2010-02-07 11:52:00,2010-11-25 17:00:00,111,291,9.56,0.52,6.52,28.3,78.2,23.46,14,0.08,71.93,$0-100
15423,2,223.39,18.62,2010-03-28 13:42:00,2010-05-07 09:21:00,12,39,1.28,1.56,29.06,126.2,348.72,104.62,216,1.0,0.0,$100-500
15424,1,214.44,13.4,2010-09-02 17:17:00,2010-09-02 17:17:00,16,1,0.03,30.44,407.97,1771.72,4895.67,1468.7,98,1.0,0.0,$1K-5K
15425,4,1809.42,12.83,2010-02-14 12:36:00,2010-11-04 18:13:00,141,263,8.64,0.46,5.94,25.8,71.29,21.39,35,0.18,58.64,$0-100
15426,5,890.77,3.92,2010-05-02 15:10:00,2010-12-05 13:55:00,227,216,7.1,0.7,2.77,12.01,33.18,9.95,4,0.03,32.16,$0-100
15428,3,668.97,17.6,2009-12-17 17:46:00,2010-11-17 13:46:00,38,334,10.97,0.27,4.81,20.9,57.76,17.33,22,0.07,53.96,$0-100
15430,2,681.05,21.28,2010-06-29 15:04:00,2010-08-29 10:42:00,32,60,1.97,1.01,21.59,93.78,259.14,77.74,102,1.0,0.0,$100-500
15432,1,149.57,24.93,2010-06-16 14:34:00,2010-06-16 14:34:00,6,1,0.03,30.44,758.82,3295.36,9105.82,2731.75,176,1.0,0.0,$5K-10K
15434,6,1525.58,19.31,2010-01-24 15:35:00,2010-11-30 15:46:00,79,310,10.18,0.59,11.38,49.41,136.53,40.96,9,0.06,128.6,$100-500
15437,1,193.29,16.11,2010-03-09 10:45:00,2010-03-09 10:45:00,12,1,0.03,30.44,490.31,2129.3,5883.75,1765.12,275,1.0,0.0,$5K-10K
15439,4,988.35,18.65,2010-02-24 12:05:00,2010-10-31 10:38:00,53,248,8.15,0.49,9.16,39.76,109.87,32.96,39,0.21,86.83,$100-500
15441,3,1098.15,20.34,2009-12-09 14:55:00,2010-11-08 15:50:00,54,334,10.97,0.27,5.56,24.15,66.72,20.02,31,0.09,60.53,$0-100
15443,7,1900.64,7.51,2010-03-07 12:10:00,2010-08-22 12:45:00,253,168,5.52,1.27,9.53,41.38,114.34,34.3,109,1.0,0.0,$100-500
15445,1,171.0,19.0,2010-04-28 15:00:00,2010-04-28 15:00:00,9,1,0.03,30.44,578.36,2511.67,6940.32,2082.1,225,1.0,0.0,$5K-10K
15446,3,399.75,3.57,2009-12-13 13:53:00,2010-11-28 11:59:00,112,349,11.47,0.26,0.93,4.06,11.21,3.36,11,0.03,10.85,$0-100
15447,4,337.71,16.89,2010-03-24 14:40:00,2010-06-30 13:06:00,20,97,3.19,1.26,21.2,92.05,254.35,76.3,162,1.0,0.0,$100-500
15448,1,280.25,14.01,2010-02-03 13:29:00,2010-02-03 13:29:00,20,1,0.03,30.44,426.54,1852.36,5118.49,1535.55,309,1.0,0.0,$5K-10K
15451,2,226.86,3.78,2010-04-19 14:08:00,2010-10-01 13:40:00,60,164,5.39,0.37,1.4,6.1,16.84,5.05,69,0.28,12.12,$0-100
15452,3,1256.63,8.79,2010-07-16 14:23:00,2010-11-14 15:14:00,143,121,3.98,0.75,6.63,28.8,79.59,23.88,25,0.21,63.14,$0-100
15454,1,126.89,8.46,2010-03-31 13:15:00,2010-03-31 13:15:00,15,1,0.03,30.44,257.5,1118.27,3090.03,927.01,253,1.0,0.0,$1K-5K
15455,1,38.25,19.12,2010-04-21 12:43:00,2010-04-21 12:43:00,2,1,0.03,30.44,582.16,2528.19,6985.98,2095.79,232,1.0,0.0,$5K-10K
15456,7,1313.07,8.42,2009-12-08 12:54:00,2010-11-01 17:05:00,156,328,10.78,0.65,5.47,23.75,65.62,19.68,38,0.27,47.88,$0-100
15458,1,208.8,34.8,2010-11-02 19:50:00,2010-11-02 19:50:00,6,1,0.03,30.44,1059.31,4600.32,12711.74,3813.52,37,1.0,0.0,$10K+
15459,2,133.23,22.2,2010-07-30 14:31:00,2010-10-18 15:25:00,6,80,2.63,0.76,16.9,73.38,202.78,60.83,52,0.43,114.91,$100-500
15462,1,502.45,16.75,2010-09-20 10:23:00,2010-09-20 10:23:00,30,1,0.03,30.44,509.82,2214.02,6117.83,1835.35,80,1.0,0.0,$5K-10K
15465,15,2211.17,16.02,2009-12-10 09:42:00,2010-12-05 10:12:00,138,360,11.83,1.27,20.32,88.26,243.87,73.16,4,0.06,230.32,$100-500
15466,3,1225.93,5.98,2009-12-03 12:28:00,2010-11-15 12:50:00,205,347,11.4,0.26,1.57,6.83,18.89,5.67,24,0.07,17.58,$0-100
15468,1,828.09,15.62,2010-11-12 09:39:00,2010-11-12 09:39:00,53,1,0.03,30.44,475.6,2065.43,5707.26,1712.18,27,1.0,0.0,$5K-10K
15469,1,335.7,17.67,2010-09-27 10:09:00,2010-09-27 10:09:00,19,1,0.03,30.44,537.83,2335.65,6453.92,1936.18,73,1.0,0.0,$5K-10K
15470,1,8.4,8.4,2010-05-13 09:35:00,2010-05-13 09:35:00,1,1,0.03,30.44,255.7,1110.42,3068.35,920.51,210,1.0,0.0,$1K-5K
15471,2,511.13,6.47,2010-06-07 12:17:00,2010-11-24 14:39:00,79,170,5.58,0.36,2.32,10.06,27.8,8.34,15,0.06,26.17,$0-100
15474,1,150.35,7.91,2010-04-23 11:14:00,2010-04-23 11:14:00,19,1,0.03,30.44,240.88,1046.07,2890.52,867.16,230,1.0,0.0,$1K-5K
15476,4,1291.86,19.57,2010-09-23 14:00:00,2010-11-24 15:17:00,66,62,2.04,1.96,38.44,166.94,461.28,138.38,15,0.32,312.48,$100-500
15478,1,523.56,21.82,2010-05-13 18:49:00,2010-05-13 18:49:00,24,1,0.03,30.44,664.05,2883.79,7968.58,2390.57,210,1.0,0.0,$5K-10K
15479,1,147.4,16.38,2009-12-06 15:08:00,2009-12-06 15:08:00,9,1,0.03,30.44,498.54,2165.03,5982.47,1794.74,368,1.0,0.0,$5K-10K
15480,2,2358.76,14.38,2010-02-01 14:52:00,2010-08-27 15:14:00,164,207,6.8,0.29,4.23,18.37,50.76,15.23,104,0.33,33.76,$0-100
15481,1,792.4,34.45,2010-11-03 14:52:00,2010-11-03 14:52:00,23,1,0.03,30.44,1048.72,4554.34,12584.69,3775.41,36,1.0,0.0,$10K+
15482,4,517.15,19.15,2009-12-02 16:59:00,2010-11-18 11:02:00,27,350,11.5,0.35,6.66,28.94,79.96,23.99,21,0.08,73.56,$0-100
15483,6,592.56,3.2,2010-01-24 15:42:00,2010-11-19 13:24:00,185,298,9.79,0.61,1.96,8.53,23.56,7.07,20,0.13,20.4,$0-100
15484,2,952.73,20.27,2009-12-05 15:18:00,2010-06-17 16:16:00,47,194,6.37,0.31,6.36,27.63,76.34,22.9,175,0.6,30.43,$0-100
15485,4,1367.61,25.8,2009-12-01 17:31:00,2010-12-01 13:23:00,53,364,11.96,0.33,8.63,37.48,103.58,31.07,8,0.03,100.54,$100-500
15487,1,231.32,16.52,2010-01-29 12:07:00,2010-01-29 12:07:00,14,1,0.03,30.44,502.96,2184.21,6035.47,1810.64,314,1.0,0.0,$5K-10K
15488,3,191.88,23.98,2010-05-05 13:03:00,2010-09-09 11:59:00,8,126,4.14,0.72,17.38,75.49,208.6,62.58,91,0.72,57.94,$100-500
15489,5,1203.85,19.42,2010-01-15 16:58:00,2010-11-04 11:48:00,62,292,9.59,0.52,10.12,43.95,121.45,36.43,35,0.2,97.19,$100-500
15490,1,210.85,8.43,2010-10-05 13:11:00,2010-10-05 13:11:00,25,1,0.03,30.44,256.73,1114.92,3080.77,924.23,65,1.0,0.0,$1K-5K
15493,4,2168.27,6.71,2010-02-23 11:14:00,2010-11-15 12:43:00,323,265,8.71,0.46,3.08,13.39,37.01,11.1,24,0.12,32.54,$0-100
15494,3,2054.58,8.56,2009-12-10 20:16:00,2010-08-18 16:54:00,240,250,8.21,0.37,3.13,13.58,37.52,11.26,113,0.45,20.56,$0-100
15495,1,246.5,12.32,2010-11-25 13:46:00,2010-11-25 13:46:00,20,1,0.03,30.44,375.17,1629.28,4502.08,1350.62,14,1.0,0.0,$1K-5K
15496,1,146.14,6.64,2010-03-18 13:16:00,2010-03-18 13:16:00,22,1,0.03,30.44,202.2,878.12,2426.46,727.94,266,1.0,0.0,$1K-5K
15497,4,1173.21,34.51,2010-01-13 10:21:00,2010-11-22 13:15:00,34,313,10.28,0.39,13.42,58.29,161.08,48.32,17,0.07,149.41,$100-500
15498,18,7240.84,18.86,2009-12-16 17:27:00,2010-12-08 14:46:00,384,356,11.7,1.54,29.02,126.03,348.26,104.48,1,0.02,342.39,$100-500
15499,1,158.65,3.87,2009-12-16 12:17:00,2009-12-16 12:17:00,41,1,0.03,30.44,117.79,511.52,1413.46,424.04,358,1.0,0.0,$1K-5K
15501,2,399.95,5.8,2010-10-20 12:47:00,2010-10-31 11:15:00,69,10,0.33,6.09,35.29,153.25,423.46,127.04,39,1.0,0.0,$100-500
